,age,c_charge_degree,race,age_cat,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid
2572,45,1,1,0,0,2,-1.0,2,0,0
2573,33,0,0,1,1,5,-1.0,9,1,1
2574,52,0,0,0,0,7,-1.0,5,1,0
2575,21,0,0,2,1,0,-1.0,6,0,0
2576,43,1,0,1,0,6,0.0,10,1,1
2577,33,0,1,1,0,3,-1.0,6,0,0
2578,26,0,0,1,0,3,-1.0,10,1,1
2579,37,1,1,1,0,0,-1.0,3,0,0
2580,38,0,0,1,0,1,-8.0,1,1,1
2581,35,1,1,1,0,1,-1.0,1,1,1
2582,27,0,0,1,0,1,-1.0,2,1,1
2583,40,0,0,1,0,1,0.0,1,0,0
2584,21,0,0,2,0,1,-2.0,5,0,0
2585,38,0,1,1,0,3,-1.0,9,1,1
2586,37,1,1,1,0,0,-1.0,4,0,0
2588,44,0,1,1,0,0,-1.0,1,0,0
2589,30,0,0,1,0,0,-1.0,2,0,0
2590,40,0,1,1,0,0,0.0,1,0,0
2591,49,0,1,0,0,1,-22.0,1,0,0
2592,67,1,1,0,0,0,0.0,1,0,0
2593,59,0,0,0,0,14,-1.0,8,1,1
2594,21,0,0,2,0,1,-1.0,10,1,1
2595,31,1,1,1,0,6,-1.0,7,0,0
2596,50,0,1,0,1,2,-1.0,1,1,1
2597,30,0,0,1,0,7,-1.0,3,0,0
2598,28,1,1,1,0,1,-1.0,2,0,0
2599,48,0,0,0,0,7,-1.0,7,1,1
2600,55,1,1,0,0,0,-1.0,1,0,0
2602,42,1,1,1,0,0,-1.0,3,0,0
2603,34,1,0,1,0,0,0.0,7,1,1
2604,43,1,0,1,0,4,0.0,5,1,1
2605,44,0,0,1,0,0,0.0,1,0,0
2607,29,0,1,1,0,17,0.0,6,1,1
2608,25,0,1,1,0,2,-1.0,5,1,1
2609,32,1,0,1,1,0,-1.0,3,1,1
2610,96,0,1,0,0,2,-3.0,2,1,1
2612,29,1,1,1,0,0,-1.0,2,0,0
2613,27,0,1,1,0,8,-1.0,5,1,1
2615,31,1,1,1,0,0,-3.0,5,0,0
2616,24,0,0,2,0,1,-1.0,3,1,1
2617,34,0,0,1,0,0,0.0,7,1,1
2618,48,0,0,0,0,2,0.0,1,1,1
2619,41,0,0,1,0,1,-1.0,1,0,0
2620,26,1,0,1,0,12,-1.0,9,1,1
2621,42,0,0,1,0,0,0.0,5,1,1
2622,29,1,0,1,0,0,-1.0,5,0,0
2623,26,1,1,1,0,0,-1.0,2,0,0
2624,27,0,0,1,1,1,0.0,3,0,0
2625,35,1,1,1,0,4,-1.0,2,0,0
2626,54,0,1,0,0,1,-1.0,1,0,0
2628,20,0,0,2,0,0,-1.0,6,0,0
2629,27,0,1,1,0,0,-3.0,6,0,0
2630,21,0,0,2,0,1,-1.0,7,0,0
2631,27,1,1,1,0,7,-1.0,9,1,1
2632,34,0,0,1,0,11,-1.0,8,1,1
2634,54,1,0,0,0,0,-1.0,1,0,0
2635,29,0,0,1,0,2,-1.0,2,1,1
2636,39,0,0,1,0,1,-6.0,1,0,0
2638,33,1,1,1,1,0,-2.0,1,0,0
2640,40,0,1,1,1,7,-19.0,2,1,1
2641,35,1,0,1,1,0,-1.0,4,0,0
2642,28,1,1,1,0,0,0.0,2,1,1
2643,53,1,0,0,0,0,-3.0,1,0,0
2644,28,1,1,1,0,2,-1.0,4,0,0
2645,26,0,0,1,0,0,-1.0,8,0,0
2647,31,0,0,1,0,3,0.0,5,0,0
2648,24,1,1,2,0,3,-1.0,8,1,1
2649,45,0,1,0,0,19,-1.0,6,1,1
2650,33,1,1,1,0,1,0.0,4,0,0
2651,28,0,0,1,0,1,0.0,7,0,0
2652,45,0,1,0,1,1,-1.0,3,1,1
2654,33,0,1,1,0,3,-19.0,8,1,1
2655,23,0,1,2,0,4,0.0,6,1,1
2656,36,0,0,1,0,6,-1.0,5,0,0
2657,22,0,0,2,0,0,-1.0,3,0,0
2659,28,0,0,1,0,2,0.0,5,1,1
2660,37,1,0,1,0,3,-1.0,2,1,0
2661,52,1,1,0,1,0,-1.0,1,0,0
2662,26,0,1,1,0,0,0.0,2,1,0
2663,28,0,1,1,0,4,-1.0,4,1,1
2664,33,0,1,1,1,2,-1.0,4,0,0
2665,23,0,1,2,0,3,-1.0,4,1,1
2666,31,1,1,1,0,3,-1.0,4,1,1
2667,55,1,1,0,1,0,-1.0,1,0,0
2668,24,0,1,2,0,3,0.0,4,1,1
2669,37,1,0,1,0,2,0.0,1,0,0
2670,41,0,0,1,0,0,0.0,1,0,0
2671,26,1,1,1,0,0,-1.0,2,0,0
2672,41,0,0,1,0,13,-1.0,5,0,0
2673,33,0,0,1,0,6,-1.0,6,0,0
2674,47,1,1,0,0,0,-1.0,1,1,1
2675,23,0,0,2,0,0,-1.0,5,0,0
2676,27,0,1,1,0,1,-1.0,3,0,0
2677,24,0,1,2,0,0,0.0,5,1,1
2679,30,0,0,1,0,10,0.0,9,0,0
2680,55,0,1,0,0,1,0.0,3,0,0
2681,26,1,0,1,0,13,0.0,10,1,1
2683,35,0,0,1,0,0,0.0,3,0,0
2685,20,1,0,2,0,1,-22.0,4,0,0
2686,24,1,1,2,0,3,-1.0,8,1,1
2687,31,1,0,1,0,8,-1.0,10,1,1
2689,55,0,0,0,0,0,-1.0,1,1,1
2690,33,0,1,1,0,7,-1.0,9,1,1
2691,44,0,1,1,0,6,-1.0,6,1,1
2692,41,0,0,1,0,25,-1.0,9,1,1
2693,56,1,0,0,0,9,0.0,8,0,0
2694,21,0,0,2,0,1,-10.0,3,0,0
2696,48,1,1,0,1,1,0.0,1,0,0
2698,56,0,1,0,0,7,-1.0,6,1,1
2699,39,1,1,1,0,2,-26.0,1,0,0
2700,31,0,1,1,0,0,-1.0,2,0,0
2701,25,0,1,1,1,0,-1.0,6,0,0
2703,28,0,0,1,1,3,-16.0,5,0,0
2704,30,0,0,1,0,0,-1.0,2,1,1
2705,19,1,0,2,1,0,-1.0,8,1,1
2706,20,1,0,2,0,0,-1.0,4,1,1
2707,57,0,1,0,0,0,-1.0,1,0,0
2708,51,1,0,0,0,8,-1.0,6,1,1
2709,27,0,0,1,0,5,0.0,3,1,1
2710,26,0,0,1,0,0,-1.0,5,0,0
2711,23,1,1,2,0,3,-1.0,8,1,1
2712,35,1,0,1,0,14,-1.0,8,1,1
2714,37,0,0,1,0,5,-29.0,6,0,0
2715,48,0,0,0,0,0,0.0,1,0,0
2716,21,0,0,2,0,0,-1.0,9,0,0
2720,52,1,0,0,0,1,-21.0,1,0,0
2722,22,0,0,2,0,0,-1.0,4,1,1
2724,41,0,1,1,0,1,-1.0,2,1,1
2725,25,1,1,1,1,1,-1.0,5,1,1
2726,54,1,0,0,0,0,0.0,1,1,1
2727,25,0,0,1,0,13,-8.0,10,1,1
2729,40,0,1,1,1,4,-1.0,4,1,0
2730,22,0,0,2,0,0,0.0,7,0,0
2731,50,0,1,0,0,10,-1.0,4,0,0
2732,35,1,1,1,0,2,0.0,3,1,0
2733,28,0,1,1,0,7,-1.0,9,1,1
2734,21,0,0,2,0,0,-1.0,7,0,0
2736,27,0,1,1,0,0,-1.0,3,0,0
2737,22,0,0,2,0,0,0.0,3,1,1
2738,38,0,1,1,1,20,-1.0,9,1,1
2740,32,0,1,1,0,0,0.0,5,0,0
2741,59,0,1,0,0,0,-1.0,1,0,0
2743,20,1,0,2,0,0,-1.0,6,1,1
2744,59,0,1,0,0,0,0.0,1,0,0
2745,44,0,1,1,1,1,-3.0,1,1,1
2746,26,1,0,1,0,9,-1.0,10,1,1
2747,30,0,0,1,0,9,-1.0,6,1,1
2749,25,1,0,1,0,3,0.0,8,1,1
2750,44,1,1,1,0,0,-2.0,1,0,0
2752,31,1,0,1,1,0,-2.0,6,1,1
2753,32,0,0,1,1,0,-1.0,3,0,0
2754,37,0,0,1,0,22,-1.0,9,1,1
2755,22,0,1,2,0,2,-1.0,4,0,0
2756,38,1,0,1,0,8,-1.0,6,1,1
2757,34,0,1,1,0,2,-1.0,4,0,0
2758,30,0,0,1,0,7,-1.0,3,0,0
2759,38,0,1,1,1,0,-1.0,4,1,1
2760,36,0,0,1,0,10,-1.0,10,1,1
2761,46,0,0,0,0,0,0.0,1,0,0
2763,35,0,1,1,0,2,0.0,5,1,1
2764,35,0,0,1,0,0,-1.0,1,0,0
2765,20,0,0,2,0,1,-1.0,6,1,1
2766,30,0,0,1,1,9,-1.0,9,1,1
2767,34,0,0,1,0,16,-1.0,9,1,1
2768,31,0,1,1,0,3,-19.0,4,1,1
2769,32,1,1,1,0,0,-1.0,1,1,1
2770,31,0,1,1,0,4,0.0,8,1,1
2771,22,0,1,2,0,2,-1.0,8,1,1
2772,31,0,1,1,0,0,-1.0,10,0,0
2773,36,1,0,1,0,5,-1.0,5,1,1
2774,39,1,0,1,0,2,-1.0,1,0,0
2775,51,0,0,0,0,9,-1.0,9,1,1
2776,35,0,0,1,0,7,-1.0,2,1,1
2778,35,0,1,1,0,0,-1.0,3,0,0
2779,23,0,1,2,0,0,-1.0,2,1,1
2781,37,1,0,1,0,0,-1.0,3,0,0
2782,25,1,0,1,0,3,0.0,6,0,0
2784,27,0,0,1,1,0,-1.0,3,0,0
2785,47,1,1,0,0,2,-25.0,1,0,0
2786,46,1,0,0,0,12,-1.0,6,0,0
2787,27,0,1,1,0,0,-1.0,5,0,0
2788,34,0,0,1,0,0,-1.0,9,1,1
2790,25,1,1,1,0,0,-1.0,2,0,0
2791,26,1,0,1,0,5,-1.0,5,0,0
2792,25,0,0,1,0,1,-18.0,4,1,1
2793,60,0,0,0,0,9,-1.0,8,0,0
2794,49,1,0,0,0,0,-1.0,1,1,1
2795,30,0,0,1,0,12,0.0,9,1,1
2796,21,0,0,2,0,0,-3.0,4,0,0
2797,25,0,0,1,0,4,-1.0,8,1,1
2799,21,0,0,2,0,0,16.0,4,1,1
2800,29,1,1,1,0,1,-2.0,9,0,0
2801,29,1,0,1,0,4,-26.0,4,0,0
2802,21,1,1,2,0,0,0.0,3,0,0
2804,53,1,0,0,0,4,-1.0,1,1,1
2805,51,0,1,0,0,2,0.0,1,0,0
2806,29,1,0,1,0,1,0.0,1,0,0
2807,24,0,0,2,1,0,0.0,5,0,0
2808,24,0,0,2,0,2,-1.0,10,1,1
2809,37,0,1,1,0,5,-1.0,2,0,0
2810,20,0,1,2,0,0,-1.0,9,1,1
2813,53,0,1,0,0,1,-21.0,1,0,0
2815,25,0,0,1,0,5,-1.0,8,0,0
2816,38,1,1,1,0,0,0.0,1,0,0
2817,22,0,0,2,0,3,0.0,10,1,1
2818,21,0,0,2,0,1,-1.0,8,1,0
2819,21,0,1,2,0,1,-1.0,5,1,1
2820,27,1,0,1,0,6,-1.0,8,1,1
2821,28,1,0,1,0,14,29.0,7,1,1
2822,49,1,0,0,0,6,-1.0,4,1,1
2823,52,0,0,0,0,7,-1.0,9,1,1
2824,25,1,0,1,0,1,-1.0,6,0,0
2825,56,0,1,0,0,2,-4.0,4,0,0
2826,34,0,0,1,0,22,-29.0,9,0,0
2827,35,0,1,1,0,7,0.0,7,0,0
2828,23,1,0,2,0,1,-27.0,3,1,1
2829,22,0,1,2,0,0,-3.0,5,0,0
2830,23,0,0,2,0,0,-1.0,8,1,1
2831,30,1,0,1,0,4,-1.0,10,0,0
2832,42,1,0,1,0,1,0.0,6,1,1
2833,50,1,0,0,0,24,0.0,8,1,1
2835,37,1,0,1,0,4,-1.0,1,1,1
2836,37,0,0,1,0,0,-1.0,9,0,0
2837,23,0,0,2,0,1,0.0,4,0,0
2838,41,0,1,1,0,0,-1.0,1,0,0
2839,50,0,0,0,0,5,29.0,2,0,0
2840,41,0,1,1,0,19,-1.0,10,1,1
2841,26,0,0,1,0,2,-1.0,2,1,1
2842,40,0,0,1,0,8,-1.0,7,1,1
2843,23,0,0,2,0,2,-1.0,8,1,1
2844,55,0,1,0,0,1,-1.0,2,1,1
2845,24,0,0,2,0,0,-1.0,6,1,1
2846,33,1,1,1,0,5,-1.0,1,1,1
2847,23,0,1,2,0,0,-1.0,2,0,0
2848,37,1,0,1,0,1,-3.0,7,1,1
2849,64,0,0,0,1,0,-1.0,1,0,0
2850,51,1,1,0,0,0,-1.0,1,0,0
2851,40,0,0,1,0,4,-1.0,1,1,1
2853,35,1,0,1,1,3,0.0,6,1,1
2854,22,0,1,2,0,1,-1.0,4,1,1
2855,29,0,0,1,0,2,0.0,9,0,0
2856,57,1,1,0,0,0,-3.0,1,0,0
2857,20,1,0,2,0,1,0.0,5,1,1
2859,23,1,0,2,1,0,-1.0,5,0,0
2860,23,0,0,2,0,3,-1.0,8,1,1
2861,36,1,1,1,0,9,0.0,4,1,1
2862,55,1,1,0,0,1,-3.0,1,0,0
2863,53,1,0,0,0,18,-1.0,7,1,1
2864,21,0,0,2,0,1,-1.0,9,1,1
2865,27,1,0,1,0,3,-1.0,3,1,1
2866,28,0,0,1,0,6,-1.0,9,1,1
2867,26,0,1,1,0,1,-1.0,3,1,1
2868,25,0,1,1,0,1,-1.0,6,0,0
2869,66,0,1,0,0,0,-1.0,1,0,0
2870,28,1,0,1,0,3,0.0,2,0,0
2872,24,1,0,2,0,0,-2.0,5,0,0
2873,60,1,1,0,0,18,-26.0,2,1,1
2874,37,0,0,1,0,2,-1.0,4,1,1
2876,73,1,1,0,0,0,-1.0,1,0,0
2877,44,0,0,1,0,0,-1.0,2,0,0
2878,42,1,1,1,0,0,0.0,1,0,0
2879,40,0,0,1,0,6,-1.0,7,0,0
2881,21,0,1,2,0,0,0.0,10,0,0
2882,56,1,1,0,0,0,-2.0,1,1,1
2883,42,0,0,1,0,3,-1.0,1,0,0
2885,50,0,1,0,0,1,-1.0,3,0,0
2886,34,1,1,1,0,0,-1.0,2,0,0
2887,47,1,0,0,0,1,-1.0,1,1,1
2888,58,0,1,0,0,3,-1.0,2,0,0
2889,48,0,1,0,0,3,-7.0,4,0,0
2890,20,0,1,2,1,0,-2.0,3,1,0
2891,53,0,0,0,1,10,-1.0,2,1,1
2892,29,0,0,1,0,0,-1.0,9,0,0
2893,38,1,0,1,0,1,-1.0,1,0,0
2894,43,1,1,1,1,0,0.0,2,0,0
2896,25,1,1,1,0,2,-1.0,3,1,1
2897,53,1,1,0,0,1,-1.0,1,1,1
2898,22,1,1,2,0,0,-1.0,7,0,0
2899,32,1,1,1,1,1,-11.0,2,0,0
2900,26,1,1,1,0,9,-1.0,7,1,1
2901,48,0,0,0,1,0,-1.0,1,0,0
2902,23,0,0,2,0,4,-1.0,10,1,1
2903,71,1,1,0,0,1,-28.0,1,0,0
2904,61,1,1,0,1,0,-1.0,1,0,0
2905,22,1,1,2,1,2,-22.0,5,0,0
2907,54,1,1,0,1,1,-22.0,2,0,0
2908,24,0,1,2,0,6,-1.0,9,0,0
2909,28,0,1,1,1,0,-1.0,5,0,0
2910,25,0,1,1,1,2,0.0,10,0,0
2911,22,0,0,2,1,1,-28.0,5,0,0
2912,24,0,0,2,0,2,0.0,3,1,1
2913,35,0,0,1,0,0,-1.0,4,0,0
2914,21,0,0,2,0,0,-1.0,3,0,0
2915,49,1,1,0,0,1,0.0,1,0,0
2916,26,0,0,1,0,6,-1.0,9,1,1
2917,30,0,0,1,0,7,-1.0,9,1,1
2919,30,0,0,1,0,5,-1.0,4,1,1
2921,64,0,1,0,0,8,-1.0,1,0,0
2923,45,0,1,0,1,7,-1.0,2,1,1
2924,37,1,0,1,0,3,-1.0,2,0,0
2925,34,0,0,1,1,1,-1.0,7,1,1
2926,60,0,1,0,0,4,-15.0,1,0,0
2927,58,1,1,0,0,0,-1.0,1,0,0
2928,27,0,1,1,0,0,-1.0,1,0,0
2929,30,1,0,1,0,0,0.0,1,1,1
2930,25,1,0,1,0,0,0.0,2,0,0
2931,60,0,0,0,0,19,0.0,8,1,1
2932,56,0,0,0,0,24,22.0,8,0,0
2933,33,1,0,1,0,2,-1.0,1,0,0
2934,25,0,1,1,0,9,-1.0,9,1,1
2936,32,0,0,1,0,6,-1.0,7,1,1
2937,24,0,0,2,0,3,-1.0,3,1,1
2938,23,0,1,2,0,2,-1.0,8,1,1
2939,23,0,1,2,0,3,-1.0,6,1,1
2940,25,0,0,1,0,1,-1.0,4,1,1
2941,20,0,0,2,1,0,-1.0,4,0,0
2942,32,0,0,1,0,9,-1.0,9,0,0
2943,49,0,0,0,1,0,0.0,1,0,0
2944,22,0,0,2,0,1,-4.0,3,0,0
2945,24,0,0,2,0,0,-1.0,3,0,0
2946,26,0,1,1,0,10,7.0,7,1,1
2950,29,1,0,1,0,1,0.0,2,1,1
2952,22,0,1,2,0,0,-1.0,6,0,0
2954,26,0,0,1,1,3,-1.0,5,1,0
2955,21,0,0,2,0,0,-1.0,7,1,1
2956,54,1,1,0,0,2,-1.0,1,1,0
2957,59,0,0,0,0,1,-1.0,1,0,0
2958,22,0,0,2,0,0,-1.0,8,1,1
2959,24,0,0,2,0,1,-1.0,4,1,1
2960,64,0,0,0,0,20,-1.0,7,0,0
2961,45,1,1,0,0,1,0.0,1,1,1
2962,22,0,0,2,1,0,-7.0,4,0,0
2963,24,0,0,2,0,5,-1.0,3,1,1
2964,30,0,0,1,1,3,0.0,6,1,1
2965,27,0,1,1,1,0,0.0,5,0,0
2966,20,0,1,2,0,0,-3.0,4,0,0
2967,29,0,1,1,0,0,-1.0,5,1,1
2968,28,0,1,1,0,5,-23.0,5,1,1
2969,37,1,0,1,0,0,-1.0,1,0,0
2970,25,0,0,1,0,2,0.0,2,0,0
2971,23,0,1,2,0,3,18.0,6,1,1
2972,32,1,0,1,1,0,-1.0,2,0,0
2973,44,0,1,1,1,1,-3.0,1,0,0
2974,41,0,0,1,0,8,-1.0,4,0,0
2975,30,0,1,1,0,3,21.0,2,0,0
2976,27,1,0,1,0,2,0.0,5,1,1
2977,32,0,0,1,0,0,-1.0,1,1,1
2978,40,1,0,1,0,24,-1.0,8,1,1
2980,34,1,1,1,0,2,0.0,3,1,0
2982,33,1,0,1,1,3,-1.0,4,0,0
2984,33,0,1,1,0,0,-1.0,1,0,0
2986,37,1,1,1,0,1,-1.0,1,0,0
2987,28,1,0,1,0,9,-1.0,5,0,0
2988,25,0,0,1,1,0,-1.0,5,1,1
2990,30,1,0,1,1,1,-1.0,4,0,0
2991,47,1,0,0,1,0,-2.0,2,0,0
2992,24,0,1,2,0,0,-1.0,2,1,1
2994,31,0,1,1,0,9,0.0,8,1,1
2996,52,0,0,0,0,0,-1.0,4,1,1
2997,25,0,0,1,0,5,-1.0,10,1,1
2999,46,1,0,0,1,7,-1.0,8,0,0
3000,62,1,1,0,0,3,-1.0,1,0,0
3002,36,1,1,1,0,0,-1.0,7,1,1
3003,24,0,0,2,0,2,-1.0,3,1,1
3004,37,1,1,1,0,3,-1.0,2,1,1
3005,25,0,1,1,0,9,0.0,9,0,0
3006,21,1,0,2,0,0,-1.0,10,1,1
3007,38,1,0,1,0,0,-1.0,1,0,0
3008,29,0,0,1,0,5,-1.0,7,1,1
3009,52,1,0,0,0,0,0.0,1,1,1
3010,29,0,0,1,0,5,-1.0,10,1,0
3011,59,0,0,0,0,13,-1.0,2,1,1
3012,39,0,0,1,0,2,0.0,3,1,0
3013,48,1,1,0,0,1,0.0,1,0,0
3014,31,1,0,1,0,3,-1.0,1,1,1
3015,20,0,0,2,0,1,-1.0,10,1,1
3016,50,1,1,0,0,0,-1.0,1,0,0
3017,27,0,0,1,0,7,-1.0,9,1,1
3018,27,1,0,1,0,0,0.0,1,0,0
3019,31,0,1,1,0,4,-1.0,7,1,1
3021,24,1,0,2,1,2,0.0,6,0,0
3022,24,0,0,2,0,4,-1.0,9,1,1
3023,30,1,1,1,0,0,0.0,2,1,1
3025,41,0,1,1,0,0,0.0,2,0,0
3026,38,0,0,1,0,1,-1.0,3,0,0
3027,32,0,0,1,0,2,0.0,8,1,1
3030,69,1,1,0,0,0,-4.0,1,1,1
3031,25,0,1,1,0,1,0.0,9,0,0
3032,55,1,1,0,0,0,-1.0,1,1,1
3033,28,0,0,1,0,7,-1.0,10,1,1
3034,27,1,1,1,0,0,0.0,4,1,1
3035,20,0,0,2,1,1,-1.0,6,1,1
3036,36,0,0,1,0,2,0.0,1,1,1
3037,39,0,1,1,1,10,-1.0,4,1,1
3038,25,0,0,1,0,10,-4.0,10,1,1
3039,35,1,1,1,1,1,-1.0,4,0,0
3040,32,1,0,1,0,12,-1.0,10,1,1
3041,69,1,0,0,0,0,-1.0,1,0,0
3042,21,1,1,2,0,1,-21.0,6,0,0
3043,41,0,1,1,0,1,0.0,1,0,0
3044,21,0,1,2,0,0,-3.0,5,0,0
3045,38,0,0,1,0,0,-1.0,8,0,0
3046,21,0,0,2,0,1,-1.0,9,1,1
3048,35,1,1,1,0,2,0.0,2,1,1
3049,34,1,0,1,0,5,-13.0,6,0,0
3050,52,1,1,0,0,0,-1.0,1,0,0
3051,21,0,0,2,0,0,-1.0,8,0,0
3052,43,1,0,1,0,8,-1.0,2,0,0
3053,32,0,1,1,1,0,-1.0,2,0,0
3054,49,0,1,0,0,5,-1.0,6,1,1
3055,21,1,0,2,1,0,-1.0,4,0,0
3056,28,0,0,1,0,5,-1.0,5,1,1
3057,65,0,1,0,1,1,-1.0,1,0,0
3058,27,1,1,1,1,0,0.0,3,0,0
3060,48,0,1,0,0,20,0.0,8,1,1
3062,20,1,0,2,0,0,-1.0,3,1,1
3063,49,0,0,0,0,7,0.0,6,1,1
3064,42,1,0,1,0,6,-1.0,3,0,0
3065,63,0,0,0,0,6,-1.0,3,0,0
3066,40,1,1,1,0,0,0.0,2,0,0
3067,34,0,1,1,0,0,-1.0,2,0,0
3068,21,0,0,2,0,1,0.0,10,1,1
3069,27,1,1,1,0,1,-1.0,2,0,0
3070,29,1,1,1,0,0,-1.0,1,0,0
3071,35,1,1,1,0,0,-1.0,10,1,1
3073,50,1,0,0,1,0,-1.0,1,0,0
3075,47,1,1,0,0,0,-1.0,1,0,0
3076,44,1,1,1,0,2,-2.0,4,0,0
3078,56,0,1,0,0,0,-2.0,1,0,0
3079,23,1,0,2,0,0,-1.0,3,0,0
3080,54,0,0,0,0,10,0.0,6,0,0
3082,38,0,1,1,0,17,-1.0,10,0,0
3083,25,0,1,1,0,0,0.0,2,1,1
3084,44,0,1,1,0,2,-1.0,3,1,1
3085,52,1,0,0,0,3,-1.0,3,1,1
3086,52,0,1,0,1,0,-1.0,2,1,1
3087,21,1,0,2,0,0,-1.0,9,1,1
3089,30,0,1,1,1,9,-19.0,4,1,1
3091,56,0,0,0,0,6,-1.0,2,0,0
3092,35,0,0,1,0,12,-1.0,8,1,1
3093,39,0,1,1,0,1,-29.0,1,0,0
3094,29,1,1,1,0,0,0.0,1,0,0
3096,23,0,0,2,0,2,-1.0,5,1,1
3097,26,1,1,1,0,0,-2.0,5,0,0
3098,64,1,0,0,1,1,-1.0,1,1,1
3100,58,0,0,0,1,0,-1.0,1,0,0
3101,20,0,1,2,0,1,-1.0,2,1,1
3102,21,0,0,2,0,0,-1.0,5,1,1
3103,21,0,0,2,0,0,-1.0,5,1,0
3104,23,0,0,2,0,0,-1.0,7,0,0
3105,46,0,0,0,0,3,-1.0,4,0,0
3106,25,0,0,1,0,21,0.0,9,1,1
3107,35,0,1,1,0,5,0.0,7,1,0
3109,30,1,0,1,1,0,0.0,3,0,0
3110,47,0,1,0,0,1,-1.0,1,0,0
3111,30,0,1,1,0,4,-25.0,4,0,0
3113,47,0,0,0,0,1,-23.0,1,0,0
3115,39,0,0,1,0,1,-1.0,2,1,1
3117,30,1,1,1,0,2,-1.0,2,1,1
3118,24,0,1,2,0,1,-1.0,3,0,0
3120,45,0,1,0,0,3,-1.0,1,0,0
3121,26,0,1,1,0,2,-1.0,9,1,1
3122,39,0,1,1,0,3,0.0,2,0,0
3123,40,0,1,1,0,1,-1.0,3,0,0
3124,24,0,0,2,0,0,-1.0,10,0,0
3125,23,0,0,2,0,1,-1.0,7,0,0
3126,61,1,1,0,0,0,0.0,1,0,0
3127,42,0,1,1,0,3,0.0,5,1,1
3128,38,0,0,1,0,3,0.0,2,1,1
3129,67,0,1,0,0,0,-1.0,1,1,1
3130,23,0,1,2,0,2,-20.0,6,0,0
3131,31,0,1,1,0,1,0.0,4,1,1
3132,40,0,0,1,0,15,-1.0,8,0,0
3133,44,0,0,1,0,0,-1.0,2,0,0
3134,37,0,0,1,0,10,-1.0,7,1,1
3135,22,1,0,2,1,3,-2.0,9,0,0
3136,31,1,1,1,0,6,0.0,3,1,1
3137,28,0,0,1,0,9,-1.0,7,1,1
3139,24,1,0,2,0,5,-1.0,6,0,0
3140,33,0,1,1,0,9,0.0,4,0,0
3141,30,0,0,1,1,10,0.0,10,1,1
3142,31,0,0,1,0,5,-1.0,1,0,0
3145,35,0,0,1,0,0,-1.0,7,1,1
3146,57,0,0,0,0,23,-1.0,8,1,1
3147,39,0,1,1,1,8,-1.0,7,1,1
3148,65,0,1,0,0,3,-1.0,2,0,0
3149,22,1,1,2,1,0,-1.0,9,0,0
3150,35,0,0,1,1,2,-15.0,6,0,0
3151,29,1,0,1,0,2,-1.0,3,1,1
3153,62,0,0,0,0,13,-1.0,8,1,1
3156,22,1,0,2,0,0,-4.0,3,1,1
3157,31,0,1,1,0,8,-1.0,3,1,1
3158,56,0,0,0,1,1,-1.0,1,0,0
3159,25,0,1,1,0,2,-29.0,6,0,0
3160,33,1,1,1,0,10,0.0,4,0,0
3161,25,0,1,1,0,2,-1.0,5,0,0
3162,27,0,0,1,1,3,-1.0,5,0,0
3163,37,0,0,1,0,1,-1.0,10,0,0
3164,41,1,1,1,0,2,-3.0,1,0,0
3165,35,0,0,1,0,5,-19.0,8,0,0
3166,25,1,1,1,0,1,0.0,7,1,1
3167,55,1,1,0,0,0,0.0,1,0,0
3169,26,0,0,1,0,2,0.0,2,1,1
3170,35,0,0,1,0,7,-1.0,3,0,0
3171,50,1,1,0,0,3,0.0,4,1,1
3173,25,0,0,1,0,3,-1.0,6,1,1
3174,65,1,1,0,1,1,-1.0,1,1,1
3175,31,0,0,1,1,0,0.0,5,1,1
3176,24,1,0,2,1,0,-1.0,2,0,0
3177,34,0,0,1,0,6,-1.0,8,1,1
3178,24,1,0,2,0,3,-1.0,8,1,1
3179,30,0,0,1,1,4,-1.0,6,0,0
3180,35,1,1,1,1,0,0.0,2,0,0
3181,30,0,0,1,0,14,27.0,6,1,1
3182,24,1,1,2,0,1,-8.0,2,0,0
3183,51,0,1,0,0,3,-13.0,3,1,1
3184,28,0,0,1,1,3,-1.0,3,0,0
3185,27,0,0,1,1,4,-1.0,6,1,1
3187,22,0,1,2,0,2,-1.0,3,1,1
3188,29,0,0,1,0,2,-1.0,4,1,1
3189,31,0,0,1,0,0,-1.0,6,0,0
3190,31,1,1,1,0,0,-1.0,1,0,0
3191,32,0,0,1,1,3,-1.0,2,0,0
3192,27,0,0,1,0,1,-1.0,2,1,1
3193,29,0,1,1,0,6,-3.0,5,1,1
3194,59,0,0,0,0,3,-8.0,3,1,0
3195,24,1,0,2,0,1,-1.0,2,1,1
3197,33,0,0,1,0,0,-1.0,10,0,0
3198,35,1,0,1,1,0,-1.0,1,0,0
3199,28,0,1,1,0,9,-8.0,8,1,1
3200,40,0,0,1,1,0,-4.0,1,0,0
3202,45,1,0,0,0,0,-1.0,3,0,0
3203,24,1,0,2,0,9,-7.0,9,1,1
3204,31,0,0,1,0,16,-1.0,9,1,1
3205,25,1,1,1,0,0,-1.0,2,0,0
3207,24,0,0,2,0,0,-1.0,9,0,0
3208,23,1,1,2,0,6,-1.0,8,0,0
3209,23,0,0,2,0,7,-1.0,8,1,1
3211,48,1,1,0,0,0,-1.0,1,0,0
3214,62,0,1,0,0,0,-1.0,1,0,0
3216,25,0,0,1,1,4,0.0,7,1,1
